389, 4381.03, 0, 0
395, 4391.28, 0, 1
404, 4382.05, 0, 2
411, 4374.36, 0, 3
420, 4381.54, 0, 0
428, 4380, 0, 1
436, 4380, 0, 2
441, 4381.54, 0, 3
450, 4374.87, 0, 0
458, 4379.49, 0, 1
465, 4383.08, 0, 2
475, 4369.23, 0, 3
480, 4368.72, 0, 0
490, 4386.15, 0, 1
497, 4395.38, 0, 2
506, 4381.03, 0, 3
513, 4365.64, 0, 0
523, 4373.85, 0, 1
527, 4383.59, 0, 2
537, 4389.74, 0, 3
544, 4383.59, 0, 0
551, 4370.26, 0, 1
559, 4374.36, 0, 2
566, 4382.05, 0, 3
575, 4386.67, 0, 0
583, 4381.54, 0, 1
590, 4374.87, 0, 2
598, 4379.49, 0, 3
607, 4377.95, 0, 0
613, 4377.95, 0, 1
621, 4377.44, 0, 2
630, 4376.41, 0, 3
637, 4382.05, 0, 0
645, 4379.49, 0, 1
652, 4373.85, 0, 2
661, 4379.49, 0, 3
668, 4382.05, 0, 0
676, 4383.59, 0, 1
685, 4381.54, 0, 2
692, 4373.85, 0, 3
699, 4373.85, 0, 0
707, 4380, 0, 1
715, 4389.23, 0, 2
723, 4384.62, 0, 3
731, 4368.21, 0, 0
739, 4370.77, 0, 1
747, 4380.51, 0, 2
755, 4385.13, 0, 3
762, 4379.49, 0, 0
771, 4373.33, 0, 1
778, 4380.51, 0, 2
785, 4382.56, 0, 3
793, 4381.03, 0, 0
801, 4379.49, 0, 1
809, 4375.38, 0, 2
818, 4383.59, 0, 3
824, 4383.59, 0, 0
833, 4364.62, 0, 1
840, 4365.13, 0, 2
848, 4385.64, 0, 3
857, 4397.95, 0, 0
865, 4384.62, 0, 1
871, 4362.56, 0, 2
879, 4367.69, 0, 3
888, 4388.72, 0, 0
896, 4400.51, 0, 1
903, 4382.05, 0, 2
912, 4365.13, 0, 3
919, 4375.9, 0, 0
926, 4386.15, 0, 1
935, 4389.23, 0, 2
942, 4380.51, 0, 3
950, 4371.28, 0, 0
958, 4382.05, 0, 1
966, 4384.1, 0, 2
974, 4372.82, 0, 3
982, 4372.82, 0, 0
990, 4382.56, 0, 1
998, 4388.21, 0, 2
1004, 4381.03, 0, 3
1012, 4368.21, 0, 0
1021, 4371.79, 0, 1
1028, 4382.56, 0, 2
1037, 4391.28, 0, 3
1046, 4380, 0, 0
1052, 4356.41, 0, 1
1060, 4361.03, 0, 2
1068, 4386.67, 0, 3
1076, 4403.08, 0, 0
1084, 4387.18, 0, 1
1091, 4360.51, 0, 2
1099, 4363.59, 0, 3
1106, 4384.62, 0, 0
1115, 4398.97, 0, 1
1123, 4384.1, 0, 2
1130, 4368.72, 0, 3
1137, 4378.97, 0, 0
1146, 4383.08, 0, 1
1153, 4376.92, 0, 2
1162, 4371.79, 0, 3
1169, 4372.82, 0, 0
1177, 4385.64, 0, 1
1184, 4386.15, 0, 2
1193, 4367.18, 0, 3
1200, 4362.56, 0, 0
1209, 4378.97, 0, 1
1216, 4395.38, 0, 2
1224, 4385.64, 0, 3
1232, 4364.62, 0, 0
1239, 4368.72, 0, 1
1247, 4384.62, 0, 2
1256, 4392.82, 0, 3
1262, 4378.97, 0, 0
1271, 4366.67, 0, 1
1279, 4378.46, 0, 2
1286, 4385.13, 0, 3
1294, 4384.1, 0, 0
1301, 4378.97, 0, 1
1309, 4376.41, 0, 2
1318, 4387.69, 0, 3
1326, 4384.1, 0, 0
1333, 4371.79, 0, 1
1341, 4372.31, 0, 2
1349, 4378.97, 0, 3
1356, 4387.18, 0, 0
1365, 4382.56, 0, 1
1373, 4366.15, 0, 2
1381, 4367.18, 0, 3
1388, 4385.13, 0, 0
1395, 4395.9, 0, 1
1404, 4381.03, 0, 2
1411, 4361.03, 0, 3
1420, 4366.67, 0, 0
1428, 4383.08, 0, 1
1434, 4391.28, 0, 2
1442, 4379.49, 0, 3
1451, 4367.69, 0, 0
1459, 4373.85, 0, 1
1467, 4380, 0, 2
1475, 4385.13, 0, 3
1481, 4377.44, 0, 0
1490, 4366.67, 0, 1
1497, 4378.46, 0, 2
1505, 4383.59, 0, 3
1513, 4372.31, 0, 0
1521, 4370.26, 0, 1
1529, 4381.54, 0, 2
1537, 4392.82, 0, 3
1545, 4382.56, 0, 0
1553, 4362.05, 0, 1
1561, 4365.13, 0, 2
1568, 4384.1, 0, 3
1575, 4394.87, 0, 0
1583, 4377.95, 0, 1
1591, 4357.95, 0, 2
1600, 4366.15, 0, 3
1607, 4383.59, 0, 0
1615, 4392.82, 0, 1
1622, 4382.56, 0, 2
1630, 4363.08, 0, 3
1638, 4367.18, 0, 0
1647, 4382.56, 0, 1
1655, 4389.23, 0, 2
1661, 4379.49, 0, 3
1669, 4370.26, 0, 0
1677, 4381.54, 0, 1
1686, 4384.1, 0, 2
1692, 4370.77, 0, 3
1701, 4365.64, 0, 0
1708, 4378.46, 0, 1
1716, 4393.33, 0, 2
1725, 4381.54, 0, 3
1733, 4357.95, 0, 0
1740, 4361.03, 0, 1
1748, 4385.64, 0, 2
1756, 4400, 0, 3
1764, 4381.03, 0, 0
1772, 4361.54, 0, 1
1779, 4370.77, 0, 2
1787, 4383.59, 0, 3
1795, 4391.79, 0, 0
1803, 4383.08, 0, 1
1811, 4361.03, 0, 2
1819, 4366.67, 0, 3
1825, 4383.59, 0, 0
1834, 4381.03, 0, 1
1842, 4368.21, 0, 2
1850, 4368.72, 0, 3
1858, 4385.13, 0, 0
1866, 4386.15, 0, 1
1873, 4368.72, 0, 2
1881, 4364.1, 0, 3
1889, 4382.05, 0, 0
1896, 4402.56, 0, 1
1904, 4387.18, 0, 2
1912, 4355.38, 0, 3
1921, 4358.46, 0, 0
1928, 4388.21, 0, 1
1936, 4406.15, 0, 2
1943, 4384.1, 0, 3
1951, 4358.97, 0, 0
1958, 4367.18, 0, 1
1967, 4384.62, 0, 2
1975, 4395.38, 0, 3
1983, 4381.03, 0, 0
1991, 4362.05, 0, 1
1998, 4371.28, 0, 2
2006, 4383.08, 0, 3
2014, 4385.13, 0, 0
2022, 4376.92, 0, 1
2030, 4369.23, 0, 2
2038, 4380, 0, 3
2045, 4387.18, 0, 0
2054, 4374.87, 0, 1
2061, 4366.15, 0, 2
2069, 4379.49, 0, 3
2077, 4397.44, 0, 0
2084, 4383.59, 0, 1
2092, 4357.44, 0, 2
2100, 4363.59, 0, 3
2107, 4386.15, 0, 0
2116, 4398.97, 0, 1
2123, 4385.13, 0, 2
2130, 4360, 0, 3
2139, 4361.03, 0, 0
2147, 4380.51, 0, 1
2155, 4397.95, 0, 2
2163, 4385.64, 0, 3
2170, 4358.97, 0, 0
2177, 4367.69, 0, 1
2186, 4388.72, 0, 2
2194, 4387.18, 0, 3
2203, 4371.28, 0, 0
2209, 4370.77, 0, 1
2216, 4387.18, 0, 2
2225, 4384.62, 0, 3
2233, 4364.1, 0, 0
2241, 4362.05, 0, 1
2249, 4383.59, 0, 2
2256, 4397.95, 0, 3
2264, 4379.49, 0, 0
2272, 4358.97, 0, 1
2280, 4364.62, 0, 2
2288, 4381.54, 0, 3
2296, 4396.41, 0, 0
2303, 4383.08, 0, 1
2311, 4358.97, 0, 2
2319, 4366.67, 0, 3
2327, 4385.64, 0, 0
2335, 4394.87, 0, 1
2342, 4383.08, 0, 2
2350, 4365.64, 0, 3
2358, 4374.36, 0, 0
2366, 4386.15, 0, 1
2373, 4381.54, 0, 2
2382, 4371.28, 0, 3
2389, 4371.79, 0, 0
2397, 4387.69, 0, 1
2404, 4388.21, 0, 2
2413, 4363.08, 0, 3
2421, 4354.87, 0, 0
2429, 4381.54, 0, 1
2436, 4403.59, 0, 2
2444, 4383.08, 0, 3
2452, 4350.26, 0, 0
2459, 4357.95, 0, 1
2468, 4387.18, 0, 2
2475, 4401.03, 0, 3
2483, 4378.97, 0, 0
2491, 4354.36, 0, 1
2499, 4364.62, 0, 2
2507, 4385.13, 0, 3
2515, 4395.9, 0, 0
2522, 4378.46, 0, 1
2530, 4357.95, 0, 2
2538, 4372.31, 0, 3
2546, 4386.67, 0, 0
2554, 4380.51, 0, 1
2561, 4372.31, 0, 2
2569, 4375.38, 0, 3
2577, 4388.72, 0, 0
2585, 4386.67, 0, 1
2593, 4360.51, 0, 2
2600, 4355.38, 0, 3
2608, 4384.1, 0, 0
2616, 4406.67, 0, 1
2624, 4385.13, 0, 2
2631, 4350.77, 0, 3
2640, 4355.9, 0, 0
2647, 4384.62, 0, 1
2655, 4405.13, 0, 2
2663, 4386.67, 0, 3
2671, 4354.87, 0, 0
2679, 4360, 0, 1
2687, 4383.59, 0, 2
2694, 4398.97, 0, 3
2702, 4381.54, 0, 0
2709, 4360, 0, 1
2718, 4372.82, 0, 2
2726, 4386.15, 0, 3
2733, 4377.44, 0, 0
2741, 4365.64, 0, 1
2749, 4373.85, 0, 2
2756, 4392.82, 0, 3
2765, 4388.21, 0, 0
2772, 4362.05, 0, 1
2780, 4357.95, 0, 2
2787, 4383.59, 0, 3
2796, 4403.08, 0, 0
2803, 4383.08, 0, 1
2811, 4349.74, 0, 2
2819, 4355.38, 0, 3
2827, 4389.74, 0, 0
2835, 4406.15, 0, 1
2843, 4377.95, 0, 2
2851, 4352.31, 0, 3
2859, 4366.15, 0, 0
2866, 4384.1, 0, 1
2874, 4390.26, 0, 2
2882, 4375.38, 0, 3
2890, 4364.1, 0, 0
2898, 4379.49, 0, 1
2905, 4384.1, 0, 2
2913, 4377.95, 0, 3
2921, 4371.79, 0, 4
2929, 4372.31, 0, 5
2937, 4386.67, 0, 6
2945, 4383.59, 0, 7
2952, 4362.05, 0, 0
2959, 4360.51, 0, 1
2968, 4383.59, 0, 2
2976, 4401.03, 0, 3
2984, 4384.62, 0, 4
2991, 4356.41, 0, 5
2999, 4361.54, 0, 6
